Year,Month,Zone,Parameter,Value
1986,5,NW,activity_degC_days_m2,0.0
1986,5,NW,mean_intensity_degC,
1986,6,NW,activity_degC_days_m2,0.0
1986,6,NW,mean_intensity_degC,
1986,7,NW,activity_degC_days_m2,0.0
1986,7,NW,mean_intensity_degC,
1986,8,NW,activity_degC_days_m2,0.0
1986,8,NW,mean_intensity_degC,
1986,9,NW,activity_degC_days_m2,160940336431.13333
1986,9,NW,mean_area_km2,73.87717525360435
1986,9,NW,mean_duration_days,7.555555555555555
1986,9,NW,mean_intensity_degC,1.8549559116363525
1986,9,NW,number_of_events,18.0
1986,9,NW,sum_area_km2,1329.7891545648781
1986,10,NW,activity_degC_days_m2,2704177485.249396
1986,10,NW,mean_intensity_degC,1.5254827737808228
1986,11,NW,activity_degC_days_m2,0.0
1986,11,NW,mean_intensity_degC,
1986,12,NW,activity_degC_days_m2,0.0
1986,12,NW,mean_intensity_degC,
1987,1,NW,activity_degC_days_m2,0.0
1987,1,NW,mean_intensity_degC,
1987,2,NW,activity_degC_days_m2,0.0
1987,2,NW,mean_intensity_degC,
1987,3,NW,activity_degC_days_m2,38847741227.21188
1987,3,NW,mean_area_km2,75.32356599585563
1987,3,NW,mean_duration_days,6.0
1987,3,NW,mean_intensity_degC,1.289839506149292
1987,3,NW,number_of_events,8.0
1987,3,NW,sum_area_km2,602.588527966845
1987,4,NW,activity_degC_days_m2,0.0
1987,4,NW,mean_intensity_degC,
1987,5,NW,activity_degC_days_m2,0.0
1987,5,NW,mean_intensity_degC,
1987,6,NW,activity_degC_days_m2,0.0
1987,6,NW,mean_intensity_degC,
1987,7,NW,activity_degC_days_m2,0.0
1987,7,NW,mean_intensity_degC,
1987,8,NW,activity_degC_days_m2,0.0
1987,8,NW,mean_intensity_degC,
1987,9,NW,activity_degC_days_m2,20332983471.30605
1987,9,NW,mean_area_km2,71.03473370870176
1987,9,NW,mean_duration_days,5.2
1987,9,NW,mean_intensity_degC,1.7870235443115234
1987,9,NW,number_of_events,5.0
1987,9,NW,sum_area_km2,355.17366854350877
1987,10,NW,activity_degC_days_m2,6761800157.974371
1987,10,NW,mean_intensity_degC,1.6268954277038574
1987,11,NW,activity_degC_days_m2,0.0
1987,11,NW,mean_intensity_degC,
1987,12,NW,activity_degC_days_m2,0.0
1987,12,NW,mean_intensity_degC,
1988,1,NW,activity_degC_days_m2,0.0
1988,1,NW,mean_intensity_degC,
1988,2,NW,activity_degC_days_m2,0.0
1988,2,NW,mean_intensity_degC,
1988,3,NW,activity_degC_days_m2,20415924999.568653
1988,3,NW,mean_area_km2,85.24123078062527
1988,3,NW,mean_duration_days,5.166666666666667
1988,3,NW,mean_intensity_degC,1.1172579526901245
1988,3,NW,number_of_events,6.0
1988,3,NW,sum_area_km2,511.44738468375164
1988,4,NW,activity_degC_days_m2,0.0
1988,4,NW,mean_intensity_degC,
1988,5,NW,activity_degC_days_m2,0.0
1988,5,NW,mean_intensity_degC,
1988,6,NW,activity_degC_days_m2,6034207914.769803
1988,6,NW,mean_area_km2,89.15451550496645
1988,6,NW,mean_duration_days,5.0
1988,6,NW,mean_intensity_degC,2.0732250213623047
1988,6,NW,number_of_events,1.0
1988,6,NW,sum_area_km2,89.15451550496645
1988,7,NW,activity_degC_days_m2,4736208700.0783825
1988,7,NW,mean_area_km2,95.84966563786587
1988,7,NW,mean_duration_days,5.0
1988,7,NW,mean_intensity_degC,1.6398169994354248
1988,7,NW,number_of_events,1.0
1988,7,NW,sum_area_km2,95.84966563786587
1988,8,NW,activity_degC_days_m2,0.0
1988,8,NW,mean_intensity_degC,
1988,9,NW,activity_degC_days_m2,0.0
1988,9,NW,mean_intensity_degC,
1988,10,NW,activity_degC_days_m2,0.0
1988,10,NW,mean_intensity_degC,
1988,11,NW,activity_degC_days_m2,136077346944.89604
1988,11,NW,mean_area_km2,70.81313932812093
1988,11,NW,mean_duration_days,10.133333333333333
1988,11,NW,mean_intensity_degC,1.5418751239776611
1988,11,NW,number_of_events,15.0
1988,11,NW,sum_area_km2,1062.197089921814
1988,12,NW,activity_degC_days_m2,8374683609.201977
1988,12,NW,mean_intensity_degC,1.2599422931671143
1989,1,NW,activity_degC_days_m2,7984406599.702752
1989,1,NW,mean_area_km2,84.6746705706385
1989,1,NW,mean_duration_days,5.0
1989,1,NW,mean_intensity_degC,0.8948968648910522
1989,1,NW,number_of_events,3.0
1989,1,NW,sum_area_km2,254.0240117119155
1989,2,NW,activity_degC_days_m2,11408851300.212358
1989,2,NW,mean_area_km2,73.49064072031774
1989,2,NW,mean_duration_days,6.333333333333333
1989,2,NW,mean_intensity_degC,1.0275508165359497
1989,2,NW,number_of_events,3.0
1989,2,NW,sum_area_km2,220.47192216095323
1989,3,NW,activity_degC_days_m2,15151294704.18602
1989,3,NW,mean_area_km2,64.83100072641079
1989,3,NW,mean_duration_days,6.0
1989,3,NW,mean_intensity_degC,1.036534309387207
1989,3,NW,number_of_events,4.0
1989,3,NW,sum_area_km2,259.32400290564317
1989,4,NW,activity_degC_days_m2,0.0
1989,4,NW,mean_intensity_degC,
1989,5,NW,activity_degC_days_m2,49190169385.9378
1989,5,NW,mean_area_km2,92.50238408373261
1989,5,NW,mean_duration_days,8.833333333333334
1989,5,NW,mean_intensity_degC,1.7913146018981934
1989,5,NW,number_of_events,6.0
1989,5,NW,sum_area_km2,555.0143045023956
1989,6,NW,activity_degC_days_m2,74330763721.90065
1989,6,NW,mean_area_km2,86.47046631476482
1989,6,NW,mean_duration_days,6.1
1989,6,NW,mean_intensity_degC,1.7391458749771118
1989,6,NW,number_of_events,10.0
1989,6,NW,sum_area_km2,864.7046631476483
1989,7,NW,activity_degC_days_m2,26742289210.646614
1989,7,NW,mean_area_km2,70.0370062061846
1989,7,NW,mean_duration_days,32.1
1989,7,NW,mean_intensity_degC,1.3949062824249268
1989,7,NW,number_of_events,10.0
1989,7,NW,sum_area_km2,700.370062061846
1989,8,NW,activity_degC_days_m2,862046185050.9612
1989,8,NW,mean_area_km2,78.82295922286661
1989,8,NW,mean_duration_days,20.56
1989,8,NW,mean_intensity_degC,1.7749217748641968
1989,8,NW,number_of_events,25.0
1989,8,NW,sum_area_km2,1970.5739805716653
1989,9,NW,activity_degC_days_m2,0.0
1989,9,NW,mean_intensity_degC,
1989,10,NW,activity_degC_days_m2,6579059303.158409
1989,10,NW,mean_area_km2,62.311128261543374
1989,10,NW,mean_duration_days,6.0
1989,10,NW,mean_intensity_degC,1.829066276550293
1989,10,NW,number_of_events,2.0
1989,10,NW,sum_area_km2,124.62225652308675
1989,11,NW,activity_degC_days_m2,5460328387.784783
1989,11,NW,mean_intensity_degC,1.518044114112854
1989,12,NW,activity_degC_days_m2,164559202976.74094
1989,12,NW,mean_area_km2,77.15053655371479
1989,12,NW,mean_duration_days,10.947368421052632
1989,12,NW,mean_intensity_degC,1.332692265510559
1989,12,NW,number_of_events,19.0
1989,12,NW,sum_area_km2,1465.8601945205808
1990,1,NW,activity_degC_days_m2,166639057621.70795
1990,1,NW,mean_area_km2,81.16678387394548
1990,1,NW,mean_duration_days,13.470588235294118
1990,1,NW,mean_intensity_degC,1.1135308742523193
1990,1,NW,number_of_events,34.0
1990,1,NW,sum_area_km2,2759.670651714146
1990,2,NW,activity_degC_days_m2,340591201478.2046
1990,2,NW,mean_area_km2,76.13981534210916
1990,2,NW,mean_duration_days,13.84
1990,2,NW,mean_intensity_degC,1.2093679904937744
1990,2,NW,number_of_events,25.0
1990,2,NW,sum_area_km2,1903.4953835527292
1990,3,NW,activity_degC_days_m2,213968299461.8585
1990,3,NW,mean_area_km2,76.32054263691498
1990,3,NW,mean_duration_days,7.913043478260869
1990,3,NW,mean_intensity_degC,1.1560736894607544
1990,3,NW,number_of_events,23.0
1990,3,NW,sum_area_km2,1755.3724806490445
1990,4,NW,activity_degC_days_m2,0.0
1990,4,NW,mean_intensity_degC,
1990,5,NW,activity_degC_days_m2,97795065471.95177
1990,5,NW,mean_area_km2,82.75187294954927
1990,5,NW,mean_duration_days,9.272727272727273
1990,5,NW,mean_intensity_degC,1.6727027893066406
1990,5,NW,number_of_events,11.0
1990,5,NW,sum_area_km2,910.270602445042
1990,6,NW,activity_degC_days_m2,1003016091.0845616
1990,6,NW,mean_intensity_degC,1.6851367950439453
1990,7,NW,activity_degC_days_m2,413531435792.9873
1990,7,NW,mean_area_km2,76.85582715911984
1990,7,NW,mean_duration_days,15.090909090909092
1990,7,NW,mean_intensity_degC,1.6727606058120728
1990,7,NW,number_of_events,33.0
1990,7,NW,sum_area_km2,2536.2422962509545
1990,8,NW,activity_degC_days_m2,169526840568.59467
1990,8,NW,mean_area_km2,69.02917669265901
1990,8,NW,mean_duration_days,7.090909090909091
1990,8,NW,mean_intensity_degC,1.65992271900177
1990,8,NW,number_of_events,11.0
1990,8,NW,sum_area_km2,759.320943619249
1990,9,NW,activity_degC_days_m2,0.0
1990,9,NW,mean_intensity_degC,
1990,10,NW,activity_degC_days_m2,0.0
1990,10,NW,mean_intensity_degC,
1990,11,NW,activity_degC_days_m2,0.0
1990,11,NW,mean_intensity_degC,
1990,12,NW,activity_degC_days_m2,0.0
1990,12,NW,mean_intensity_degC,
1991,1,NW,activity_degC_days_m2,0.0
1991,1,NW,mean_intensity_degC,
1991,2,NW,activity_degC_days_m2,0.0
1991,2,NW,mean_intensity_degC,
1991,3,NW,activity_degC_days_m2,0.0
1991,3,NW,mean_intensity_degC,
1991,4,NW,activity_degC_days_m2,0.0
1991,4,NW,mean_intensity_degC,
1991,5,NW,activity_degC_days_m2,0.0
1991,5,NW,mean_intensity_degC,
1991,6,NW,activity_degC_days_m2,0.0
1991,6,NW,mean_intensity_degC,
1991,7,NW,activity_degC_days_m2,0.0
1991,7,NW,mean_intensity_degC,
1991,8,NW,activity_degC_days_m2,35563490670.459435
1991,8,NW,mean_area_km2,76.3374211037653
1991,8,NW,mean_duration_days,24.714285714285715
1991,8,NW,mean_intensity_degC,1.740085482597351
1991,8,NW,number_of_events,28.0
1991,8,NW,sum_area_km2,2137.4477909054285
1991,9,NW,activity_degC_days_m2,900582964416.2957
1991,9,NW,mean_area_km2,80.20784690775014
1991,9,NW,mean_duration_days,16.333333333333332
1991,9,NW,mean_intensity_degC,2.009127616882324
1991,9,NW,number_of_events,6.0
1991,9,NW,sum_area_km2,481.24708144650083
1991,10,NW,activity_degC_days_m2,0.0
1991,10,NW,mean_intensity_degC,
1991,11,NW,activity_degC_days_m2,0.0
1991,11,NW,mean_intensity_degC,
1991,12,NW,activity_degC_days_m2,0.0
1991,12,NW,mean_intensity_degC,
1992,1,NW,activity_degC_days_m2,0.0
1992,1,NW,mean_intensity_degC,
1992,2,NW,activity_degC_days_m2,0.0
1992,2,NW,mean_intensity_degC,
1992,3,NW,activity_degC_days_m2,0.0
1992,3,NW,mean_intensity_degC,
1992,4,NW,activity_degC_days_m2,0.0
1992,4,NW,mean_intensity_degC,
1992,5,NW,activity_degC_days_m2,0.0
1992,5,NW,mean_intensity_degC,
1992,6,NW,activity_degC_days_m2,0.0
1992,6,NW,mean_intensity_degC,
1992,7,NW,activity_degC_days_m2,0.0
1992,7,NW,mean_intensity_degC,
1992,8,NW,activity_degC_days_m2,0.0
1992,8,NW,mean_intensity_degC,
1992,9,NW,activity_degC_days_m2,0.0
1992,9,NW,mean_intensity_degC,
1992,10,NW,activity_degC_days_m2,0.0
1992,10,NW,mean_intensity_degC,
1992,11,NW,activity_degC_days_m2,0.0
1992,11,NW,mean_intensity_degC,
1992,12,NW,activity_degC_days_m2,0.0
1992,12,NW,mean_intensity_degC,
1993,1,NW,activity_degC_days_m2,0.0
1993,1,NW,mean_intensity_degC,
1993,2,NW,activity_degC_days_m2,3099598580.52825
1993,2,NW,mean_area_km2,89.15451550496624
1993,2,NW,mean_duration_days,6.0
1993,2,NW,mean_intensity_degC,0.8874632716178894
1993,2,NW,number_of_events,1.0
1993,2,NW,sum_area_km2,89.15451550496624
1993,3,NW,activity_degC_days_m2,0.0
1993,3,NW,mean_intensity_degC,
1993,4,NW,activity_degC_days_m2,0.0
1993,4,NW,mean_intensity_degC,
1993,5,NW,activity_degC_days_m2,0.0
1993,5,NW,mean_intensity_degC,
1993,6,NW,activity_degC_days_m2,70705319697.97147
1993,6,NW,mean_area_km2,76.22039697930978
1993,6,NW,mean_duration_days,5.714285714285714
1993,6,NW,mean_intensity_degC,1.4598928689956665
1993,6,NW,number_of_events,14.0
1993,6,NW,sum_area_km2,1067.0855577103368
1993,7,NW,activity_degC_days_m2,0.0
1993,7,NW,mean_intensity_degC,
1993,8,NW,activity_degC_days_m2,0.0
1993,8,NW,mean_intensity_degC,
1993,9,NW,activity_degC_days_m2,0.0
1993,9,NW,mean_intensity_degC,
1993,10,NW,activity_degC_days_m2,0.0
1993,10,NW,mean_intensity_degC,
1993,11,NW,activity_degC_days_m2,0.0
1993,11,NW,mean_intensity_degC,
1993,12,NW,activity_degC_days_m2,0.0
1993,12,NW,mean_intensity_degC,
1994,1,NW,activity_degC_days_m2,0.0
1994,1,NW,mean_intensity_degC,
1994,2,NW,activity_degC_days_m2,0.0
1994,2,NW,mean_intensity_degC,
1994,3,NW,activity_degC_days_m2,0.0
1994,3,NW,mean_intensity_degC,
1994,4,NW,activity_degC_days_m2,0.0
1994,4,NW,mean_intensity_degC,
1994,5,NW,activity_degC_days_m2,0.0
1994,5,NW,mean_intensity_degC,
1994,6,NW,activity_degC_days_m2,103698346674.01208
1994,6,NW,mean_area_km2,76.07462914801937
1994,6,NW,mean_duration_days,5.65
1994,6,NW,mean_intensity_degC,1.5541454553604126
1994,6,NW,number_of_events,20.0
1994,6,NW,sum_area_km2,1521.4925829603874
1994,7,NW,activity_degC_days_m2,5675122889.147541
1994,7,NW,mean_area_km2,70.70921254164601
1994,7,NW,mean_duration_days,5.0
1994,7,NW,mean_intensity_degC,0.9551809430122375
1994,7,NW,number_of_events,2.0
1994,7,NW,sum_area_km2,141.41842508329202
1994,8,NW,activity_degC_days_m2,0.0
1994,8,NW,mean_intensity_degC,
1994,9,NW,activity_degC_days_m2,0.0
1994,9,NW,mean_intensity_degC,
1994,10,NW,activity_degC_days_m2,0.0
1994,10,NW,mean_intensity_degC,
1994,11,NW,activity_degC_days_m2,0.0
1994,11,NW,mean_intensity_degC,
1994,12,NW,activity_degC_days_m2,26081673953.908398
1994,12,NW,mean_area_km2,94.73410079469924
1994,12,NW,mean_duration_days,11.0
1994,12,NW,mean_intensity_degC,1.3341643810272217
1994,12,NW,number_of_events,3.0
1994,12,NW,sum_area_km2,284.2023023840978
1995,1,NW,activity_degC_days_m2,20927285859.64867
1995,1,NW,mean_area_km2,84.12793545842429
1995,1,NW,mean_duration_days,5.0
1995,1,NW,mean_intensity_degC,1.1918013095855713
1995,1,NW,number_of_events,6.0
1995,1,NW,sum_area_km2,504.76761275054577
1995,2,NW,activity_degC_days_m2,0.0
1995,2,NW,mean_intensity_degC,
1995,3,NW,activity_degC_days_m2,6738302857.725339
1995,3,NW,mean_area_km2,95.84966563786614
1995,3,NW,mean_duration_days,5.0
1995,3,NW,mean_intensity_degC,1.1665009260177612
1995,3,NW,number_of_events,2.0
1995,3,NW,sum_area_km2,191.69933127573228
1995,4,NW,activity_degC_days_m2,0.0
1995,4,NW,mean_intensity_degC,
1995,5,NW,activity_degC_days_m2,0.0
1995,5,NW,mean_intensity_degC,
1995,6,NW,activity_degC_days_m2,0.0
1995,6,NW,mean_intensity_degC,
1995,7,NW,activity_degC_days_m2,433248655660.41956
1995,7,NW,mean_area_km2,79.62938120742736
1995,7,NW,mean_duration_days,16.56
1995,7,NW,mean_intensity_degC,1.739864468574524
1995,7,NW,number_of_events,25.0
1995,7,NW,sum_area_km2,1990.734530185684
1995,8,NW,activity_degC_days_m2,5994356941.32156
1995,8,NW,mean_area_km2,62.311128261543374
1995,8,NW,mean_duration_days,5.0
1995,8,NW,mean_intensity_degC,1.6665111780166626
1995,8,NW,number_of_events,2.0
1995,8,NW,sum_area_km2,124.62225652308675
1995,9,NW,activity_degC_days_m2,3186432000.8248625
1995,9,NW,mean_intensity_degC,1.328805923461914
1995,10,NW,activity_degC_days_m2,0.0
1995,10,NW,mean_intensity_degC,
1995,11,NW,activity_degC_days_m2,72794174115.00223
1995,11,NW,mean_area_km2,67.90961609833803
1995,11,NW,mean_duration_days,6.583333333333333
1995,11,NW,mean_intensity_degC,1.5258833169937134
1995,11,NW,number_of_events,12.0
1995,11,NW,sum_area_km2,814.9153931800564
1995,12,NW,activity_degC_days_m2,138105408143.0389
1995,12,NW,mean_area_km2,77.20534129016471
1995,12,NW,mean_duration_days,23.125
1995,12,NW,mean_intensity_degC,1.170822262763977
1995,12,NW,number_of_events,32.0
1995,12,NW,sum_area_km2,2470.5709212852707
1996,1,NW,activity_degC_days_m2,403654019319.6621
1996,1,NW,mean_area_km2,85.35312466009857
1996,1,NW,mean_duration_days,6.2
1996,1,NW,mean_intensity_degC,1.1819769144058228
1996,1,NW,number_of_events,15.0
1996,1,NW,sum_area_km2,1280.2968699014784
1996,2,NW,activity_degC_days_m2,44818410999.647095
1996,2,NW,mean_area_km2,65.67137496568373
1996,2,NW,mean_duration_days,8.0
1996,2,NW,mean_intensity_degC,1.1203639507293701
1996,2,NW,number_of_events,1.0
1996,2,NW,sum_area_km2,65.67137496568373
1996,3,NW,activity_degC_days_m2,0.0
1996,3,NW,mean_intensity_degC,
1996,4,NW,activity_degC_days_m2,10424231334.419222
1996,4,NW,mean_area_km2,89.15451550496644
1996,4,NW,mean_duration_days,5.0
1996,4,NW,mean_intensity_degC,1.7702817916870117
1996,4,NW,number_of_events,2.0
1996,4,NW,sum_area_km2,178.30903100993288
1996,5,NW,activity_degC_days_m2,0.0
1996,5,NW,mean_intensity_degC,
1996,6,NW,activity_degC_days_m2,0.0
1996,6,NW,mean_intensity_degC,
1996,7,NW,activity_degC_days_m2,0.0
1996,7,NW,mean_intensity_degC,
1996,8,NW,activity_degC_days_m2,0.0
1996,8,NW,mean_intensity_degC,
1996,9,NW,activity_degC_days_m2,0.0
1996,9,NW,mean_intensity_degC,
1996,10,NW,activity_degC_days_m2,0.0
1996,10,NW,mean_intensity_degC,
1996,11,NW,activity_degC_days_m2,0.0
1996,11,NW,mean_intensity_degC,
1996,12,NW,activity_degC_days_m2,0.0
1996,12,NW,mean_intensity_degC,
1997,1,NW,activity_degC_days_m2,0.0
1997,1,NW,mean_intensity_degC,
1997,2,NW,activity_degC_days_m2,78385771732.13348
1997,2,NW,mean_area_km2,72.65297637122609
1997,2,NW,mean_duration_days,71.04
1997,2,NW,mean_intensity_degC,1.0765968561172485
1997,2,NW,number_of_events,25.0
1997,2,NW,sum_area_km2,1816.3244092806524
1997,3,NW,activity_degC_days_m2,931524542790.2212
1997,3,NW,mean_area_km2,89.89693360836321
1997,3,NW,mean_duration_days,56.55555555555556
1997,3,NW,mean_intensity_degC,1.602422833442688
1997,3,NW,number_of_events,9.0
1997,3,NW,sum_area_km2,809.072402475269
1997,4,NW,activity_degC_days_m2,1115712041554.1965
1997,4,NW,mean_area_km2,86.9189021685052
1997,4,NW,mean_duration_days,9.0
1997,4,NW,mean_intensity_degC,1.9345723390579224
1997,4,NW,number_of_events,3.0
1997,4,NW,sum_area_km2,260.7567065055156
1997,5,NW,activity_degC_days_m2,324183415654.52313
1997,5,NW,mean_area_km2,63.43121049625687
1997,5,NW,mean_duration_days,13.333333333333334
1997,5,NW,mean_intensity_degC,1.725762128829956
1997,5,NW,number_of_events,3.0
1997,5,NW,sum_area_km2,190.29363148877061
1997,6,NW,activity_degC_days_m2,112354016640.1994
1997,6,NW,mean_area_km2,79.50823290374296
1997,6,NW,mean_duration_days,5.6875
1997,6,NW,mean_intensity_degC,1.5009790658950806
1997,6,NW,number_of_events,16.0
1997,6,NW,sum_area_km2,1272.1317264598874
1997,7,NW,activity_degC_days_m2,0.0
1997,7,NW,mean_intensity_degC,
1997,8,NW,activity_degC_days_m2,10987420835.560154
1997,8,NW,mean_area_km2,94.17631837311545
1997,8,NW,mean_duration_days,6.0
1997,8,NW,mean_intensity_degC,1.5819464921951294
1997,8,NW,number_of_events,2.0
1997,8,NW,sum_area_km2,188.3526367462309
1997,9,NW,activity_degC_days_m2,828315482.1173563
1997,9,NW,mean_area_km2,79.09921989218388
1997,9,NW,mean_duration_days,6.0
1997,9,NW,mean_intensity_degC,1.4069976806640625
1997,9,NW,number_of_events,1.0
1997,9,NW,sum_area_km2,79.09921989218388
1997,10,NW,activity_degC_days_m2,177655438403.71118
1997,10,NW,mean_area_km2,81.57813993832524
1997,10,NW,mean_duration_days,6.592592592592593
1997,10,NW,mean_intensity_degC,1.5724643468856812
1997,10,NW,number_of_events,27.0
1997,10,NW,sum_area_km2,2202.609778334782
1997,11,NW,activity_degC_days_m2,44256998121.335846
1997,11,NW,mean_area_km2,92.50231070565349
1997,11,NW,mean_duration_days,5.875
1997,11,NW,mean_intensity_degC,1.493519902229309
1997,11,NW,number_of_events,8.0
1997,11,NW,sum_area_km2,740.0184856452279
1997,12,NW,activity_degC_days_m2,66444521995.62059
1997,12,NW,mean_area_km2,84.68440445037571
1997,12,NW,mean_duration_days,7.5
1997,12,NW,mean_intensity_degC,1.2148512601852417
1997,12,NW,number_of_events,12.0
1997,12,NW,sum_area_km2,1016.2128534045085
1998,1,NW,activity_degC_days_m2,154953019447.64624
1998,1,NW,mean_area_km2,83.0872912107147
1998,1,NW,mean_duration_days,11.19047619047619
